Location,Device_ID,Meter_Name,Time,Model,Watts_Total,Watts_R_Ph,Watts_Y_Ph,Watts_B_Ph,PF_Ave,PF_R_Ph,PF_Y_Ph,PF_B_Ph,VLN_average,V_R_Ph,V_Y_Ph,V_B_Ph,A_average,A_R_Ph,A_Y_Ph,A_B_Ph,Frequency,Wh_received,Load_Hours_Delivered,No_of_interruption,On_Hours,V_R_Harmonics,V_Y_Harmonics,V_B_Harmonics,A_R_Harmonics,A_Y_Harmonics,A_B_Harmonics
LAUNDROMAT,2,M3_2,2025-09-03 15:35:04,LG6400,2105.10,436.46,825.42,843.22,0.98,0.99,0.98,0.96,230.71,235.27,219.23,237.64,3.14,1.87,3.85,3.70,50.33,2261.90,194.95,1,180.24,3.71,2.39,3.31,0.16,4.81,1.79
LAUNDROMAT,1,M3_1,2025-09-03 15:35:09,LG6400,2380.75,1414.56,723.46,242.74,0.98,0.99,0.98,0.96,226.74,229.48,230.43,220.30,3.53,6.24,3.20,1.15,50.42,2391.58,138.76,0,171.60,1.75,2.90,4.29,5.11,6.71,1.34
LAUNDROMAT,2,M3_2,2025-09-03 15:35:09,LG6400,3289.04,1193.50,921.77,1173.77,0.98,0.98,1,0.96,228.22,222.23,227.46,234.98,4.92,5.47,4.07,5.22,49.76,2264.17,195,1,180.28,0.33,4.79,0.62,5.42,3.80,7.03
LAUNDROMAT,1,M3_1,2025-09-03 15:35:14,LG6400,641.39,372.04,227.72,41.62,0.96,0.96,0.96,0.96,234.76,237.13,237.06,230.08,0.94,1.63,1,0.19,50.47,2393.89,138.80,1,171.64,0.41,1.02,3.67,2.44,6.33,4.33
LAUNDROMAT,2,M3_2,2025-09-03 15:35:14,LG6400,2173.82,356.67,432.89,1384.25,0.98,0.97,0.96,0.99,227.59,219.65,238.69,224.43,3.26,1.67,1.88,6.24,49.85,2265.80,195.04,1,180.31,1.20,0.39,4.79,2.07,5.27,3.91
LAUNDROMAT,1,M3_1,2025-09-03 15:35:19,LG6400,1884.05,520.31,715.09,648.64,0.97,0.99,0.95,0.97,226.59,230.13,216.15,233.49,2.87,2.28,3.47,2.87,49.89,2398.28,138.83,0,171.66,0.86,3.16,4.76,1.25,7.07,6.09
LAUNDROMAT,2,M3_2,2025-09-03 15:35:19,LG6400,1556.07,122.40,558.39,875.28,0.97,0.97,0.96,0.97,222.37,222.06,217.85,227.20,2.40,0.57,2.68,3.96,49.68,2269.25,195.08,0,180.36,3.53,0.25,4.94,3.88,1.50,2.89
LAUNDROMAT,1,M3_1,2025-09-03 15:35:24,LG6400,1375.62,880.50,363.69,131.43,0.97,0.96,0.96,0.99,221.22,219.99,214.51,229.17,2.18,4.18,1.77,0.58,49.69,2402.34,138.85,1,171.68,0.17,4.38,1.36,0.42,0.19,6.75
LAUNDROMAT,2,M3_2,2025-09-03 15:35:24,LG6400,2003.43,432.85,1342.87,227.71,0.96,0.95,0.96,0.97,231.67,232.67,224.40,237.95,3.06,1.96,6.24,0.99,49.69,2273.78,195.11,0,180.37,0.43,0.42,4.33,7.55,6.01,7.58
LAUNDROMAT,1,M3_1,2025-09-03 15:35:29,LG6400,1354.59,79.92,72.35,1202.33,0.98,0.99,0.98,0.98,232.25,230.36,231.05,235.35,1.96,0.35,0.32,5.20,50.25,2406.81,138.88,0,171.71,1.39,0.97,1.67,6.92,2.82,5.59
LAUNDROMAT,2,M3_2,2025-09-03 15:35:29,LG6400,2225.78,291.49,1125.89,808.40,0.96,0.97,0.97,0.95,218.92,214.78,225.85,216.13,3.49,1.40,5.14,3.92,50.12,2276.86,195.12,1,180.40,2.33,2.04,2.95,4.80,6.12,1.94
LAUNDROMAT,1,M3_1,2025-09-03 15:35:34,LG6400,961.59,456.30,303.31,201.98,0.97,0.98,0.96,0.97,217.29,212.56,221.75,217.54,1.52,2.18,1.42,0.96,50.44,2408.57,138.92,0,171.75,0.88,0.82,4.03,6.30,7.05,6.26
LAUNDROMAT,2,M3_2,2025-09-03 15:35:34,LG6400,2407.98,586.63,1348.16,473.20,0.96,0.95,0.96,0.96,224.07,231.16,229.75,211.30,3.71,2.66,6.14,2.34,49.88,2281.48,195.16,0,180.44,2.98,1.57,3.84,0.47,0.48,0.02
LAUNDROMAT,1,M3_1,2025-09-03 15:35:39,LG6400,2107.49,35.81,1020.29,1051.39,0.98,0.96,0.99,0.99,225.43,230.21,219.15,226.93,3.18,0.16,4.71,4.67,50.05,2410.82,138.95,0,171.78,4.89,0.45,1.81,6.18,0.17,2.76
LAUNDROMAT,2,M3_2,2025-09-03 15:35:39,LG6400,1582.48,1066.88,478.90,36.71,0.96,0.95,0.98,0.96,217.86,217.17,223.26,213.15,2.51,5.15,2.19,0.18,49.89,2286.19,195.18,0,180.48,4.96,3.61,0.38,5.88,5.23,5.70
LAUNDROMAT,1,M3_1,2025-09-03 15:35:44,LG6400,2931.80,1090.91,1110.11,730.78,0.98,0.97,0.99,0.99,225.87,236.25,215.70,225.64,4.41,4.74,5.22,3.27,49.64,2414.11,138.99,1,171.82,4.66,0.61,1.39,7.99,2.22,2.01
LAUNDROMAT,2,M3_2,2025-09-03 15:35:44,LG6400,3457.83,990.39,1127.69,1339.75,0.96,0.96,0.97,0.97,221.94,220.85,217.20,227.78,5.37,4.68,5.37,6.07,49.54,2289.82,195.19,0,180.50,0.59,1.49,4.30,3.72,1.69,3.81
LAUNDROMAT,1,M3_1,2025-09-03 15:35:49,LG6400,1784,463.70,545.49,774.81,0.98,0.96,0.99,0.99,232.30,238.44,231.04,227.41,2.62,2.03,2.38,3.45,50.20,2415.63,139.02,1,171.84,2.60,0.23,4.29,7.11,6.93,7.69
LAUNDROMAT,2,M3_2,2025-09-03 15:35:49,LG6400,1615.02,1423.67,189.25,2.10,0.98,0.96,0.99,0.98,223.62,239.19,219.40,212.28,2.36,6.21,0.87,0.01,50.29,2292.49,195.20,1,180.52,1.93,1.18,0.65,6.38,0.66,2.30
LAUNDROMAT,1,M3_1,2025-09-03 15:35:54,LG6400,1383.85,171.28,1053.44,159.12,0.98,0.96,0.99,0.98,223.18,225.96,217.47,226.10,2.13,0.79,4.87,0.72,49.83,2418.37,139.06,0,171.85,3.20,1.55,1.74,2.53,2.82,4.32
LAUNDROMAT,2,M3_2,2025-09-03 15:35:54,LG6400,2326.34,251.27,842.03,1233.04,0.98,0.98,0.97,0.98,234.67,235.58,235.28,233.14,3.40,1.09,3.69,5.41,49.67,2296.05,195.23,0,180.56,4.71,3.15,4.95,4.27,7.13,4.03
LAUNDROMAT,1,M3_1,2025-09-03 15:35:59,LG6400,2316.74,934.64,619.72,762.38,0.98,0.98,1,0.96,226.08,230.04,230.59,217.62,3.50,4.15,2.69,3.65,50.01,2421.39,139.09,1,171.89,1.55,3.16,1.96,7.71,4.69,5.27
LAUNDROMAT,2,M3_2,2025-09-03 15:35:59,LG6400,2128.92,514.13,1004.24,610.55,0.97,0.96,0.97,1,220.77,225.88,225.54,210.88,3.30,2.38,4.61,2.91,50.41,2298.87,195.26,0,180.61,0.72,2.60,4.68,6.91,1.74,5.32
LAUNDROMAT,1,M3_1,2025-09-03 15:36:04,LG6400,1729.06,1267.52,109.48,352.07,0.97,0.99,0.97,0.96,224.27,224.65,227.06,221.11,2.62,5.70,0.49,1.66,50.36,2424.52,139.10,0,171.92,4.59,3.96,4.57,4.05,1.35,6.36
LAUNDROMAT,2,M3_2,2025-09-03 15:36:04,LG6400,2565.66,976.28,521.26,1068.12,0.97,0.95,0.98,0.98,224.86,234.53,228.88,211.18,3.95,4.37,2.33,5.16,50.17,2300,195.28,1,180.66,4.33,1.87,4.04,7.19,6.79,5.06
LAUNDROMAT,1,M3_1,2025-09-03 15:36:09,LG6400,2002.11,1480.42,244.22,277.48,0.97,0.99,0.96,0.96,228.70,238.09,228.43,219.58,2.90,6.28,1.11,1.32,49.64,2426.76,139.14,0,171.94,0.73,3.88,3.89,6.09,2.22,7.95
LAUNDROMAT,2,M3_2,2025-09-03 15:36:09,LG6400,2405.93,627.33,897.58,881.03,0.98,0.99,0.99,0.95,229.48,231.04,237.10,220.30,3.59,2.74,3.81,4.21,49.58,2304.15,195.32,1,180.67,2.95,2.82,1.76,1.80,4.06,4.21
LAUNDROMAT,1,M3_1,2025-09-03 15:36:14,LG6400,2518.83,1134.10,787.22,597.50,0.98,0.96,0.98,1,231.38,236.95,239.17,218.02,3.69,4.97,3.37,2.74,50.48,2429.10,139.17,1,171.98,4.14,4.28,3.75,2.70,4.11,3.21
LAUNDROMAT,2,M3_2,2025-09-03 15:36:14,LG6400,1857.10,5.85,730.63,1120.62,0.96,0.96,0.97,0.96,223.48,217.48,233.64,219.33,2.86,0.03,3.22,5.32,49.68,2306.66,195.33,0,180.69,1.36,2.73,0.05,6.45,7.56,5.99
LAUNDROMAT,1,M3_1,2025-09-03 15:36:19,LG6400,2179.58,1099.17,651.93,428.48,0.96,0.95,0.98,0.95,218.12,211.45,223.42,219.48,3.50,5.46,2.98,2.05,49.63,2430.55,139.18,0,171.99,0.07,1.28,0.94,1.16,1.77,1.16
LAUNDROMAT,2,M3_2,2025-09-03 15:36:19,LG6400,1600.42,78.35,1248.03,274.05,0.97,0.99,0.95,0.97,229.69,223.87,233.94,231.27,2.39,0.35,5.59,1.22,50.04,2308.34,195.37,0,180.71,0.44,3.64,4.58,1.36,7.98,0.71
LAUNDROMAT,1,M3_1,2025-09-03 15:36:24,LG6400,2189.95,1096.81,459.96,633.18,0.98,0.97,0.99,0.99,228.03,229.99,215.36,238.75,3.25,4.92,2.16,2.67,50.13,2433.06,139.23,0,172.01,2.76,4.46,1.78,4.90,2.88,5.99
LAUNDROMAT,2,M3_2,2025-09-03 15:36:24,LG6400,1553.41,414.63,888.84,249.94,0.97,0.96,0.98,0.96,221.49,211.43,222.63,230.40,2.42,2.04,4.09,1.13,50.25,2311.36,195.38,1,180.73,2.13,4.48,3.53,2.56,1.49,7.18
LAUNDROMAT,1,M3_1,2025-09-03 15:36:29,LG6400,2244.24,1329.90,372.70,541.64,0.97,0.98,0.97,0.98,220.11,226.72,214.25,219.35,3.44,5.99,1.80,2.53,49.69,2437.97,139.27,0,172.02,2.58,0.65,3.44,7.11,4.02,6.03
LAUNDROMAT,2,M3_2,2025-09-03 15:36:29,LG6400,2353.31,302.32,999.50,1051.48,1,0.99,1,1,231.92,230.46,227.15,238.16,3.38,1.32,4.40,4.42,50.34,2313.66,195.43,0,180.76,1.77,0.77,3.75,5.96,4.02,1.50
LAUNDROMAT,1,M3_1,2025-09-03 15:36:34,LG6400,1888.19,1060.17,550.75,277.27,0.98,0.97,0.97,1,226.01,212.10,233.57,232.35,2.93,5.15,2.43,1.19,49.52,2439.29,139.32,1,172.07,4.80,2.80,1.11,3.67,2.78,1.13
LAUNDROMAT,2,M3_2,2025-09-03 15:36:34,LG6400,1896.20,574.72,1040.49,280.98,0.99,1,0.99,0.98,216.41,219.93,215.03,214.26,2.95,2.62,4.89,1.33,49.80,2318.27,195.44,0,180.78,3.06,1.09,0.89,7.61,2,6.89
LAUNDROMAT,1,M3_1,2025-09-03 15:36:39,LG6400,1573.96,8.92,716.02,849.03,0.98,0.97,0.99,0.97,222.94,211.02,237.34,220.45,2.34,0.04,3.03,3.95,50.30,2444.11,139.37,1,172.11,1.64,4.48,1.90,1.07,0.44,3.22
LAUNDROMAT,2,M3_2,2025-09-03 15:36:39,LG6400,2200.76,1168.43,492.18,540.15,0.97,0.96,0.97,0.98,219.66,224.35,216.07,218.57,3.43,5.43,2.35,2.51,50.01,2322.80,195.49,0,180.82,2.87,0.98,4.45,6.05,4.88,4.41
LAUNDROMAT,1,M3_1,2025-09-03 15:36:44,LG6400,1909.84,706.50,223.43,979.92,0.97,0.99,0.96,0.97,224.13,217.88,230.91,223.61,2.94,3.28,1.01,4.54,50.01,2445.90,139.41,1,172.12,4.19,2.93,4.34,1.66,1.12,2.41
LAUNDROMAT,2,M3_2,2025-09-03 15:36:44,LG6400,1470.71,119.47,162.19,1189.05,0.97,0.96,0.98,0.96,223.81,237.94,213.03,220.45,2.31,0.52,0.78,5.63,50.19,2327.20,195.52,0,180.85,2.61,0.60,3.37,3.29,4.96,3.93
LAUNDROMAT,1,M3_1,2025-09-03 15:36:49,LG6400,1790.23,613.30,138.26,1038.67,0.98,1,0.98,0.97,232.41,239.79,236.67,220.78,2.67,2.57,0.60,4.84,50.17,2447.45,139.46,1,172.15,0.67,0.01,1.57,5.44,6.57,0.88
LAUNDROMAT,2,M3_2,2025-09-03 15:36:49,LG6400,1905.25,475.44,1321.60,108.21,0.96,0.98,0.96,0.95,221.83,225.07,218.44,221.97,2.99,2.16,6.30,0.51,49.54,2329.59,195.55,0,180.88,2.46,4.52,1.66,6.11,1.48,7.79
LAUNDROMAT,1,M3_1,2025-09-03 15:36:54,LG6400,1427.72,1117.19,290.41,20.13,0.99,0.99,0.98,0.99,219.73,219.64,210.66,228.89,2.20,5.11,1.41,0.09,49.60,2451,139.48,0,172.18,3.74,4.69,3.79,4.53,0.88,2.37
LAUNDROMAT,2,M3_2,2025-09-03 15:36:54,LG6400,2376.64,1033.94,335.86,1006.84,0.98,0.97,0.96,1,224.23,220.87,222.97,228.84,3.60,4.83,1.56,4.41,49.50,2331.40,195.58,0,180.91,4.50,0.11,2.58,4.04,0.27,2.79
LAUNDROMAT,1,M3_1,2025-09-03 15:36:59,LG6400,1544.37,495.44,971.10,77.83,0.97,0.96,0.95,0.99,229.93,237.97,216.55,235.27,2.41,2.18,4.72,0.33,50.07,2452.43,139.53,1,172.22,1.58,1.56,3.41,5.14,7.02,2.76
LAUNDROMAT,2,M3_2,2025-09-03 15:36:59,LG6400,1647.54,302.30,549.21,796.04,0.98,1,0.96,0.98,230.63,238.05,214.42,239.42,2.45,1.27,2.67,3.40,50.24,2334.75,195.63,0,180.95,4.20,4.67,2.26,6.30,3.22,3.15
LAUNDROMAT,1,M3_1,2025-09-03 15:37:04,LG6400,1573.77,181.39,746.45,645.93,0.98,0.99,0.97,0.99,223.59,222.56,223.10,225.11,2.39,0.82,3.46,2.89,50.17,2457.27,139.57,0,172.27,2.54,0.32,3.12,7.02,4.87,6.04
LAUNDROMAT,2,M3_2,2025-09-03 15:37:04,LG6400,2636.97,573.22,991.18,1072.57,0.98,0.99,0.99,0.97,220.99,219.31,224.76,218.90,4.05,2.64,4.47,5.03,50.20,2337.24,195.68,0,180.98,0.80,0.82,2.99,5.86,4.18,0.66
LAUNDROMAT,1,M3_1,2025-09-03 15:37:09,LG6400,2557.47,1285.90,1082.15,189.41,0.97,0.96,0.98,0.96,228.01,231.93,230.57,221.52,3.81,5.76,4.77,0.89,50.24,2459.18,139.61,0,172.32,0.59,1,2.95,0.32,0.81,0.19
LAUNDROMAT,2,M3_2,2025-09-03 15:37:09,LG6400,2665.55,298,1189.90,1177.64,0.98,0.99,0.96,0.98,228.12,229.71,230.29,224.35,4.01,1.31,5.38,5.34,49.88,2340.96,195.69,1,181.02,4.24,4.35,4.98,5.66,2.01,6.55
LAUNDROMAT,1,M3_1,2025-09-03 15:37:14,LG6400,1098.06,759.34,206.81,131.90,0.99,0.99,0.98,0.99,221.45,229.72,220.37,214.26,1.64,3.33,0.96,0.62,49.66,2460.35,139.64,1,172.36,2.15,2.91,2.92,3.03,0.45,6.28
LAUNDROMAT,2,M3_2,2025-09-03 15:37:14,LG6400,2168.17,187.23,736.90,1244.04,0.99,0.99,0.99,0.98,225.06,232.62,221.77,220.80,3.31,0.81,3.36,5.77,50.42,2345.09,195.71,1,181.04,4.85,2.21,2.97,1,1.98,3.99
LAUNDROMAT,1,M3_1,2025-09-03 15:37:19,LG6400,3438.34,1182.48,1272.88,982.98,0.97,0.96,0.97,0.96,218.50,223.02,218.41,214.09,5.42,5.50,6,4.77,49.62,2465.26,139.69,1,172.38,4.64,0.55,3.81,7.80,4.99,6.29
LAUNDROMAT,2,M3_2,2025-09-03 15:37:19,LG6400,2000.72,972.44,679.94,348.33,0.98,1,0.98,0.97,222.44,222.07,213.06,232.20,3.07,4.39,3.27,1.54,50.21,2346.67,195.73,1,181.06,3.29,3.34,1.47,5.76,1.49,4.35
LAUNDROMAT,1,M3_1,2025-09-03 15:37:24,LG6400,3119.70,1354.34,636.53,1128.83,0.97,0.97,0.97,0.96,225.15,226.48,230.28,218.69,4.80,6.19,2.84,5.37,49.58,2467.42,139.70,1,172.39,1.10,2.15,0.55,6.99,5.25,4.53
LAUNDROMAT,2,M3_2,2025-09-03 15:37:24,LG6400,1915.07,774.65,489.37,651.05,0.96,0.96,0.96,0.97,221.38,222.99,210.45,230.69,2.99,3.64,2.43,2.90,49.92,2350.11,195.75,0,181.10,0.38,3,2.16,7.38,0.54,3.32
LAUNDROMAT,1,M3_1,2025-09-03 15:37:29,LG6400,2480.79,1249.62,638.54,592.63,0.96,0.97,0.95,0.96,233.61,226.76,237.06,237.02,3.71,5.68,2.83,2.61,50.41,2471.92,139.73,1,172.43,3.90,1.88,3.86,3.56,0.92,6.91
LAUNDROMAT,2,M3_2,2025-09-03 15:37:29,LG6400,2082.47,582.45,821.72,678.30,0.97,0.97,0.98,0.98,224.07,220.75,238.42,213.03,3.17,2.73,3.52,3.26,50.38,2351.19,195.77,0,181.12,0.75,2.22,1.15,4.72,6.64,3.52
LAUNDROMAT,1,M3_1,2025-09-03 15:37:34,LG6400,1460.93,177.43,994.11,289.39,0.97,0.97,0.98,0.97,219.40,225.92,210.45,221.83,2.33,0.81,4.82,1.35,49.73,2475.18,139.75,0,172.46,4.81,0.21,1.53,6.21,0.13,7.47
LAUNDROMAT,2,M3_2,2025-09-03 15:37:34,LG6400,2404.33,1240.21,414.68,749.44,0.97,0.97,0.97,0.96,225.06,225.13,219.90,230.13,3.67,5.70,1.94,3.38,49.66,2353.13,195.80,1,181.16,0.87,1.69,1.32,4.39,0.01,0.45
LAUNDROMAT,1,M3_1,2025-09-03 15:37:40,LG6400,2018.58,319.10,332.64,1366.83,0.97,0.99,0.95,0.98,218.74,222.34,212.93,220.95,3.13,1.45,1.64,6.29,50.42,2479.38,139.76,0,172.48,1.29,2.94,1.06,1.35,4.33,4.26
LAUNDROMAT,2,M3_2,2025-09-03 15:37:40,LG6400,2067.94,538.77,769.03,760.13,0.98,0.99,0.96,0.98,223.81,218.10,229.31,224.03,3.15,2.50,3.48,3.48,49.75,2354.54,195.83,0,181.20,2.69,1.21,2.03,6.20,5.80,0.13
LAUNDROMAT,1,M3_1,2025-09-03 15:37:45,LG6400,2494.86,745.71,442.06,1307.10,0.98,0.99,0.99,0.97,225.87,216.62,225.50,235.49,3.74,3.49,1.98,5.75,50.32,2482.72,139.78,1,172.50,1.82,2.51,4.85,1.66,6.59,3.55
LAUNDROMAT,2,M3_2,2025-09-03 15:37:45,LG6400,1530.73,4.33,436,1090.41,0.96,0.97,0.96,0.96,217.70,214.95,215.14,223,2.41,0.02,2.11,5.11,50.32,2358.45,195.87,0,181.22,1.21,3.39,4.89,7.95,1.66,6.68
LAUNDROMAT,1,M3_1,2025-09-03 15:37:50,LG6400,1812.10,873.57,273.54,665,0.98,0.95,1,0.99,216.09,212.60,224.88,210.81,2.91,4.31,1.22,3.20,49.63,2484.45,139.81,1,172.52,4.06,1.70,1.19,4.73,1.95,4.33
LAUNDROMAT,2,M3_2,2025-09-03 15:37:50,LG6400,1503.33,234.09,1005.75,263.49,0.98,1,0.99,0.97,222.15,222.92,221.94,221.58,2.30,1.05,4.60,1.23,50.35,2360.01,195.90,1,181.27,2.41,3.44,3.36,4,1.73,3.26
LAUNDROMAT,1,M3_1,2025-09-03 15:37:55,LG6400,3775.28,1214.73,1344.91,1215.64,0.97,0.98,0.95,0.97,228.23,218.09,237.78,228.82,5.70,5.68,5.93,5.50,49.63,2486.02,139.83,0,172.55,0.58,1.33,4.63,4.45,6.62,7.44
LAUNDROMAT,2,M3_2,2025-09-03 15:37:55,LG6400,2305.63,1107.54,372.28,825.82,0.96,0.97,0.96,0.95,227.90,223.64,234.71,225.36,3.53,5.08,1.66,3.85,50.05,2362.34,195.93,1,181.30,0.06,3.13,4.18,1.45,2.66,4.74
LAUNDROMAT,1,M3_1,2025-09-03 15:38:00,LG6400,3097.50,1155.05,1074.60,867.85,0.98,0.98,0.98,0.99,229.28,226.96,234.61,226.28,4.59,5.21,4.69,3.88,50.36,2489.12,139.86,0,172.57,1.10,2.36,1,0.77,6.22,5.49
LAUNDROMAT,2,M3_2,2025-09-03 15:38:00,LG6400,2020.69,655.55,1008.93,356.21,0.97,0.98,0.97,0.95,223.82,239.09,216.70,215.66,3.11,2.80,4.79,1.73,50.28,2366.51,195.97,0,181.32,0.94,3.15,1.86,5.81,6.56,3.33
LAUNDROMAT,1,M3_1,2025-09-03 15:38:05,LG6400,1675.23,346.81,977.15,351.27,0.98,0.98,1,0.96,229.62,231.89,222.46,234.50,2.50,1.52,4.39,1.57,50.22,2492.57,139.89,0,172.62,1.81,1.02,4.98,4.02,5.83,0.22
LAUNDROMAT,2,M3_2,2025-09-03 15:38:05,LG6400,2512.84,777.29,873.96,861.59,0.97,0.97,0.99,0.96,236.18,239.95,230.59,238,3.66,3.35,3.84,3.79,50.40,2370.27,195.99,0,181.36,2.90,3.57,2.41,7.30,5.02,7.37
LAUNDROMAT,1,M3_1,2025-09-03 15:38:10,LG6400,2030.54,54.40,1029.12,947.01,0.97,0.97,0.99,0.95,228.34,236.12,215.87,233.03,3.11,0.24,4.82,4.27,49.96,2496.11,139.92,1,172.66,1.40,4.43,4.96,6.47,6.10,2.72
LAUNDROMAT,2,M3_2,2025-09-03 15:38:10,LG6400,2630.39,925.09,1051.86,653.44,0.98,0.97,0.96,1,222.10,214.84,236.44,215.02,4.03,4.43,4.62,3.04,50.46,2375.26,196.02,1,181.41,0.96,3.63,2.32,5.97,2.50,2.17
LAUNDROMAT,1,M3_1,2025-09-03 15:38:15,LG6400,336.25,220.52,9.40,106.33,0.97,0.95,0.99,0.98,225.87,219.74,238.01,219.88,0.53,1.05,0.04,0.49,50.06,2497.14,139.95,1,172.68,2.04,0.80,2.56,0.74,6.60,5.42
LAUNDROMAT,2,M3_2,2025-09-03 15:38:15,LG6400,2722.59,995.72,650.53,1076.34,0.98,0.98,0.99,0.97,225.70,226.58,239,211.53,4.16,4.47,2.75,5.25,50,2379.25,196.06,1,181.43,4.41,2.62,0.85,4.22,3.56,3.60
LAUNDROMAT,1,M3_1,2025-09-03 15:38:20,LG6400,2129.08,1065.45,910.83,152.80,0.99,0.98,1,0.99,219.01,213.23,225.50,218.30,3.28,5.09,4.05,0.71,50.06,2498.62,139.98,0,172.70,2.56,0.42,1.27,3.56,0.94,5.46
LAUNDROMAT,2,M3_2,2025-09-03 15:38:20,LG6400,2172.07,182.39,1407.18,582.49,0.97,0.96,0.99,0.96,226.47,215.10,235.80,228.52,3.19,0.89,6.03,2.65,49.84,2382.27,196.11,0,181.47,4.23,1.15,4.39,0.81,1.26,0.62
LAUNDROMAT,1,M3_1,2025-09-03 15:38:25,LG6400,1561.04,893.96,361.86,305.22,0.97,0.98,0.97,0.95,222.16,232.69,212.77,221.03,2.37,3.91,1.76,1.45,49.85,2502.62,140.01,1,172.71,2.22,0.72,1.53,2.69,7.40,6.38
LAUNDROMAT,2,M3_2,2025-09-03 15:38:25,LG6400,1701.43,462.92,191.85,1046.66,0.97,0.98,0.95,0.97,235.28,237.78,239.91,228.14,2.52,1.99,0.84,4.74,49.94,2383.97,196.16,1,181.50,4.23,4.69,4.06,1.41,6.04,5.72
LAUNDROMAT,1,M3_1,2025-09-03 15:38:30,LG6400,1721.70,782.36,265.94,673.39,0.97,0.98,0.98,0.96,225.78,230.47,224.12,222.76,2.62,3.48,1.21,3.16,50.26,2507.27,140.06,1,172.75,2.07,4.39,3.35,0.48,3.23,1.19
LAUNDROMAT,2,M3_2,2025-09-03 15:38:30,LG6400,1081.14,739.64,327.58,13.91,0.99,0.98,0.98,1,226.28,238.88,222.28,217.69,1.57,3.15,1.50,0.06,50.08,2385.17,196.17,1,181.54,4.50,3.97,2.19,1.48,7.22,1.26
LAUNDROMAT,1,M3_1,2025-09-03 15:38:35,LG6400,1042.28,316.16,184.34,541.77,0.96,0.95,0.96,0.96,228.36,232.35,213.73,238.99,1.56,1.43,0.90,2.37,49.98,2510.94,140.10,1,172.78,4.24,3.53,1.60,0.41,2.78,2.40
LAUNDROMAT,2,M3_2,2025-09-03 15:38:35,LG6400,2219.78,1065.56,435.52,718.70,0.96,0.96,0.96,0.96,222,211.87,228.90,225.24,3.53,5.26,1.99,3.32,50.39,2387.26,196.19,0,181.57,3.10,0.23,1.78,5.13,6.78,4.93
LAUNDROMAT,1,M3_1,2025-09-03 15:38:40,LG6400,1176.60,129.29,737.11,310.20,0.98,0.99,0.99,0.97,229.53,226.84,227.84,233.92,1.74,0.57,3.28,1.36,50.19,2513.11,140.13,0,172.79,4.77,2.89,0.48,4.69,5.88,1.41
LAUNDROMAT,2,M3_2,2025-09-03 15:38:40,LG6400,1303.13,390.59,116.69,795.85,0.97,0.95,0.97,0.98,226.26,230.84,228.03,219.91,2,1.77,0.53,3.70,49.63,2389.72,196.22,0,181.60,4.10,2.14,2.54,6.77,5.26,1.49
LAUNDROMAT,1,M3_1,2025-09-03 15:38:45,LG6400,1724.39,666.31,177.21,880.87,0.97,0.97,0.96,0.98,216.23,215.36,222.51,210.84,2.76,3.18,0.83,4.27,49.76,2514.29,140.16,0,172.84,3.44,4.81,2.63,4.68,5.99,4.79
LAUNDROMAT,2,M3_2,2025-09-03 15:38:45,LG6400,3719.85,1226.39,1167.29,1326.17,0.98,0.99,1,0.95,224.19,217.75,217.22,237.59,5.66,5.72,5.38,5.87,50.43,2391.05,196.23,1,181.65,3.44,1.93,3.82,5.76,6.86,4.06
LAUNDROMAT,1,M3_1,2025-09-03 15:38:50,LG6400,2632.53,800.13,1343.02,489.38,0.97,0.97,0.96,0.98,221.37,221.04,226.93,216.16,4.06,3.73,6.14,2.31,50.28,2518.85,140.19,1,172.87,2.23,2.37,0.09,4.64,0.96,6.08
LAUNDROMAT,2,M3_2,2025-09-03 15:38:50,LG6400,1811.45,929.26,746.84,135.36,0.97,0.98,0.95,0.98,227.34,218.41,234.13,229.48,2.76,4.34,3.34,0.60,50.45,2393.62,196.27,1,181.69,4.90,1.06,2.36,1.30,6.81,4.37
LAUNDROMAT,1,M3_1,2025-09-03 15:38:55,LG6400,905.58,395.17,138.18,372.23,0.97,0.95,0.97,1,212.33,212.70,210.66,213.63,1.46,1.96,0.67,1.74,50.25,2522.27,140.23,0,172.90,1.03,4.49,2.02,0.69,5.51,1.40
LAUNDROMAT,2,M3_2,2025-09-03 15:38:55,LG6400,1471.69,267.95,1114.19,89.55,0.97,0.99,0.98,0.95,222.05,224.86,222.06,219.25,2.25,1.20,5.13,0.43,50.40,2397.55,196.30,0,181.70,0.32,2.10,2.58,5.48,3.72,1.88
LAUNDROMAT,1,M3_1,2025-09-03 15:39:00,LG6400,3130.98,996.07,1141.13,993.78,0.97,0.98,0.97,0.97,228.01,223.17,222.98,237.87,4.72,4.56,5.27,4.32,49.94,2525.30,140.27,0,172.92,3.15,4.93,3.88,4.36,1.85,6.19
LAUNDROMAT,2,M3_2,2025-09-03 15:39:00,LG6400,784.86,438.45,287.62,58.79,0.96,0.95,0.97,0.95,224.91,237.89,219.10,217.74,1.19,1.94,1.36,0.28,50.35,2402.12,196.31,1,181.74,0.69,1.43,0.53,2.63,1.63,7.68
LAUNDROMAT,1,M3_1,2025-09-03 15:39:05,LG6400,3527.21,1203.61,1444.77,878.84,0.98,0.98,0.97,0.99,233.56,235.95,237.75,226.98,5.13,5.21,6.29,3.90,49.60,2529.92,140.31,1,172.95,1.30,4.05,3.75,4.03,0.25,7.17
